First name	Last name	95#	Email
VOHVWR	ovletq	951911194	Vovletq@uoregon.edu
XSFXSI	xgrdvb	950760212	Xxgrdvb@uoregon.edu
PBUCCP	ayjgdl	950709738	Payjgdl@uoregon.edu
LMDEIN	pqcyzp	950163916	Lpqcyzp@uoregon.edu
OGJFSD	rmxxrs	950254430	Ormxxrs@uoregon.edu
YKJPAI	fyqjtm	950647474	Yfyqjtm@uoregon.edu
PQMTDS	aamkvc	950477064	Paamkvc@uoregon.edu
LNBKWN	nqanej	950923042	Lnqanej@uoregon.edu
VYRTOK	jfhbtv	950875281	Vjfhbtv@uoregon.edu
KJJKMW	tmyaxj	950869232	Ktmyaxj@uoregon.edu
MCVIVR	frdnzr	950596449	Mfrdnzr@uoregon.edu
CFCCLM	lontli	950860551	Clontli@uoregon.edu
JPROUS	eqxmqv	950448105	Jeqxmqv@uoregon.edu
RSKHYB	ntkmvq	951086073	Rntkmvq@uoregon.edu
XBXEEB	qfdbhl	950719391	Xqfdbhl@uoregon.edu
MYTQLF	syrgmk	950934129	Msyrgmk@uoregon.edu
JDTXVF	btjlvx	950448243	Jbtjlvx@uoregon.edu
KVNDDU	mcajxl	950570336	Kmcajxl@uoregon.edu
SGPBZF	mbprho	950190185	Smbprho@uoregon.edu
ZHHJCS	gwoggt	950951595	Zgwoggt@uoregon.edu
PKQDVE	shmyig	950663836	Pshmyig@uoregon.edu
SWBIQE	qbbozw	951146716	Sqbbozw@uoregon.edu
WRHYJT	xpmegn	951000773	Wxpmegn@uoregon.edu
RLDTYX	czsuvr	951375567	Rczsuvr@uoregon.edu
WYVDLS	lovawi	951139317	Wlovawi@uoregon.edu
FRDRJZ	savwyy	951738924	Fsavwyy@uoregon.edu
RRTUIM	nvking	950012821	Rnvking@uoregon.edu
GIMEKP	gkftcl	951696985	Ggkftcl@uoregon.edu
BELIAX	iuzluu	950840046	Biuzluu@uoregon.edu
AZIONY	ecicvp	951022786	Aecicvp@uoregon.edu
BDYGHT	xesqdk	950750251	Bxesqdk@uoregon.edu
PDZJVB	ptampw	950319340	Pptampw@uoregon.edu
HDILKG	jwgdwx	951078019	Hjwgdwx@uoregon.edu
EAMZPG	bbucjf	951695806	Ebbucjf@uoregon.edu
OJGGBY	oowcoj	950416954	Ooowcoj@uoregon.edu
BKTZHS	zgxokp	950167079	Bzgxokp@uoregon.edu
MCLVES	oirkle	951835636	Moirkle@uoregon.edu
MWYOMH	xpgyvc	950780036	Mxpgyvc@uoregon.edu
QZIBOJ	ndffwr	951209845	Qndffwr@uoregon.edu
IQEITN	vhhduf	950266830	Ivhhduf@uoregon.edu
ZBAYZL	qpflya	950254736	Zqpflya@uoregon.edu
VXIDMQ	achivx	951244587	Vachivx@uoregon.edu
WKNHGC	kpvuxq	951568766	Wkpvuxq@uoregon.edu
OQGHKM	vxnqbs	950914837	Ovxnqbs@uoregon.edu
DPLMBV	gzvnni	950529785	Dgzvnni@uoregon.edu
RMDLVW	lqdoen	950412215	Rlqdoen@uoregon.edu
YLXDNZ	gkjjtt	951599947	Ygkjjtt@uoregon.edu
UQQESD	ncvpkv	950414246	Uncvpkv@uoregon.edu
DTNYGX	rdyzio	951783157	Drdyzio@uoregon.edu
WCGXRO	hjhziy	951090939	Whjhziy@uoregon.edu
BCJWTX	jecdap	951427572	Bjecdap@uoregon.edu
ESDBDS	hbgmua	951575135	Ehbgmua@uoregon.edu
GZTHKE	ddqsqk	950249436	Gddqsqk@uoregon.edu
VOPDHH	gjmzfq	950641542	Vgjmzfq@uoregon.edu
AXORMF	rsvupi	950187595	Arsvupi@uoregon.edu
JVUALK	dqgcil	950652479	Jdqgcil@uoregon.edu
RBWSMK	xuoaif	950378882	Rxuoaif@uoregon.edu
BMPLOV	oyjnpf	951520312	Boyjnpf@uoregon.edu
FMEYOE	dsffvy	951470712	Fdsffvy@uoregon.edu
XFINTL	sonony	950926290	Xsonony@uoregon.edu
WEICNV	nblrcd	950715653	Wnblrcd@uoregon.edu
WRHSMT	jfinpk	951192889	Wjfinpk@uoregon.edu
BUMUGB	rxvjze	951277992	Brxvjze@uoregon.edu
RTEVYA	cshozv	951696790	Rcshozv@uoregon.edu
ELOVPI	eaokhp	950782769	Eeaokhp@uoregon.edu
AACDLT	whyatj	951282994	Awhyatj@uoregon.edu
LJUTKH	syhnut	951215107	Lsyhnut@uoregon.edu
CYMILP	soiejl	951542267	Csoiejl@uoregon.edu
DADJHP	wylezi	951610820	Dwylezi@uoregon.edu
CUUOIV	nakqsz	950488388	Cnakqsz@uoregon.edu
SOWWJX	wlgpkx	951717904	Swlgpkx@uoregon.edu
CISGOY	qrowdy	950976462	Cqrowdy@uoregon.edu
LDJNIO	vygyne	950593393	Lvygyne@uoregon.edu
FVKLLE	pnjdjr	950952109	Fpnjdjr@uoregon.edu
SCRTXC	neseje	950577699	Sneseje@uoregon.edu
AKACUB	ruuhfv	951545091	Aruuhfv@uoregon.edu
AKULTA	tetjpw	951938739	Atetjpw@uoregon.edu
IOKPYQ	uxqdvn	951248333	Iuxqdvn@uoregon.edu
XKVFBB	dunosu	950046603	Xdunosu@uoregon.edu
JWRHXW	jdpcnj	951301273	Jjdpcnj@uoregon.edu
IHIINL	cbrcbw	950987397	Icbrcbw@uoregon.edu
AWORWI	argahb	951561934	Aargahb@uoregon.edu
JTULTG	eldktn	950143096	Jeldktn@uoregon.edu
MMTAUA	qwdnjb	951934493	Mqwdnjb@uoregon.edu
KBTZPJ	hhjdft	950787701	Khhjdft@uoregon.edu
XFSRRH	zycgek	950935297	Xzycgek@uoregon.edu
TSUJOK	vyrpvs	951687159	Tvyrpvs@uoregon.edu
GGDVOH	irweff	950518514	Girweff@uoregon.edu
PCEOKR	clnavg	951949138	Pclnavg@uoregon.edu
FRDEFG	pojbsa	950328379	Fpojbsa@uoregon.edu
USIUSQ	bomklr	950224299	Ubomklr@uoregon.edu
QEPOVA	ifpoom	950508257	Qifpoom@uoregon.edu
OOAXWD	hkcgmu	951991636	Ohkcgmu@uoregon.edu
DEIKOH	psdgua	951813505	Dpsdgua@uoregon.edu
JWVURT	xsmqhx	951627731	Jxsmqhx@uoregon.edu
DZXLGK	zdkstq	950840271	Dzdkstq@uoregon.edu
WHTRLW	lzppng	951135296	Wlzppng@uoregon.edu
FOIHDJ	rcqbkg	950471215	Frcqbkg@uoregon.edu
NKNBDI	vigaru	951632366	Nvigaru@uoregon.edu
WLKEAE	sxlthf	950864340	Wsxlthf@uoregon.edu
WOFTXH	eerisa	950287193	Weerisa@uoregon.edu
SXDMAX	llyazr	950623018	Sllyazr@uoregon.edu
WJPWDZ	bikstf	950079627	Wbikstf@uoregon.edu
OKTNXA	bzyvoi	950528344	Obzyvoi@uoregon.edu
JUHIIV	jsihvk	950032886	Jjsihvk@uoregon.edu
AVWQWJ	ysnrnp	951118706	Aysnrnp@uoregon.edu
ERGOFP	eaqpws	951857202	Eeaqpws@uoregon.edu
ZHDMNV	btzlnc	951509780	Zbtzlnc@uoregon.edu
ORVXUP	zhxiih	950145293	Ozhxiih@uoregon.edu
GBIWFQ	edqrkh	950325391	Gedqrkh@uoregon.edu
NTRCAW	lvdnie	951383161	Nlvdnie@uoregon.edu
DATIUB	vmzhup	951035641	Dvmzhup@uoregon.edu
YEUUAU	pzicii	950626503	Ypzicii@uoregon.edu
ZPAJPX	kpcbiw	950401752	Zkpcbiw@uoregon.edu
GHPCQW	ltycvw	951508848	Gltycvw@uoregon.edu
BGPFTC	rfoods	951828459	Brfoods@uoregon.edu
CTRLDU	rfckgs	950941631	Crfckgs@uoregon.edu
MKVFVI	gjcbeu	950964174	Mgjcbeu@uoregon.edu
YVMSWJ	rfevnj	951619786	Yrfevnj@uoregon.edu
TGYPNW	racadp	950829509	Tracadp@uoregon.edu
GJQBHX	zijbfo	951067549	Gzijbfo@uoregon.edu
BESQMM	qbsgsq	950833700	Bqbsgsq@uoregon.edu
DZCFVG	cxqput	950787952	Dcxqput@uoregon.edu
OGMBDP	fiyrho	950891222	Ofiyrho@uoregon.edu
HTSJZB	qvwxkv	951433461	Hqvwxkv@uoregon.edu
EHAHFN	fuzaaj	951254370	Efuzaaj@uoregon.edu
PSAPHM	dlcxbw	951519664	Pdlcxbw@uoregon.edu
DWKBDH	aknluc	951783254	Daknluc@uoregon.edu
YXZFZX	ortqjk	950532398	Yortqjk@uoregon.edu
URYLNG	jhydfw	950384892	Ujhydfw@uoregon.edu
KUHOEA	soadai	951606826	Ksoadai@uoregon.edu
UUDKIV	qcpuzn	951660022	Uqcpuzn@uoregon.edu
QBWNIU	iihrfe	950157917	Qiihrfe@uoregon.edu
FWPBLG	lymfrm	950412278	Flymfrm@uoregon.edu
MHLQRR	oyvsja	951885465	Moyvsja@uoregon.edu
LRRDCY	mbhowz	951299610	Lmbhowz@uoregon.edu
INDKHP	arvnby	950499751	Iarvnby@uoregon.edu
ZURGLY	agdgox	950669436	Zagdgox@uoregon.edu
SITVDM	jwirio	951052820	Sjwirio@uoregon.edu
PKZFWW	auereh	950693496	Pauereh@uoregon.edu
HDLXXG	ydtiul	951850103	Hydtiul@uoregon.edu
FKEHWP	rppneg	951026777	Frppneg@uoregon.edu
LVHOBG	fozxbp	950819332	Lfozxbp@uoregon.edu
